X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y,LATITUDE,LONGITUDE
2443375.398,2377508.04,779,T20180013503,2018/07/18 00:00:00+00,16.:4.00,1,4,Collision with a fixed object,A,1,42,3,Passengers,M,On CORIO-WAURN PONDS ROAD(R) 25m N from Int MELBOURNE ROAD,332752,N,N,Non Intersection,2800,CORIO-WAURN PONDS,ROAD,MELBOURNE,ROAD,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2443375.398,2377508.04,-38.10202021,144.354432
2524702.037,2411649.992,780,T20180013613,2018/07/20 00:00:00+00,06.:1.00,1,2,Struck Pedestrian,A,1,61,1,Pedestrians,F,On PIERSON DRIVE 59m NE from Int RAILWAY GROVE,340525,N,N,Non Intersection,9999,PIERSON,DRIVE,RAILWAY,GROVE,Non Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2524702.037,2411649.992,-37.79582022,145.2804806
2427825.036,2463019.899,781,T20180013621,2018/07/20 00:00:00+00,09.:5.00,2,1,Collision with vehicle,A,A,71,2,Drivers,M,At Int of DAYLESFORD-MALMSBURY ROAD and ALLENS ROAD,332753,I,I,Intersection,5197,DAYLESFORD-MALMSBURY,ROAD,ALLENS,ROAD,Declared Road,HEPBURN,WESTERN REGION,Ballarat,2427825.036,2463019.899,-37.33047813,144.1854935
2486797.84,2410744.752,782,T20180013913,2018/07/24 00:00:00+00,18.:1.00,1,2,Struck Pedestrian,A,1,46,1,Pedestrians,M,On FREDERICK ROAD 37m NW from Int AMANDA ROAD,332800,N,N,Non Intersection,9999,FREDERICK,ROAD,AMANDA,ROAD,Non Declared Road,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,Melbourne - West,2486797.84,2410744.752,-37.80421073,144.8500789
2468505.622,2562524.19,783,T20180014002,2018/07/25 00:00:00+00,19.:3.00,2,1,Collision with vehicle,A,A,71,2,Drivers,F,On NORTHERN HIGHWAY 664m SW from Int WEIR ROAD,332849,N,N,Non Intersection,2540,NORTHERN,HIGHWAY,WEIR,ROAD,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2468505.622,2562524.19,-36.43597876,144.6487172
2483776.753,2407883.897,784,T20180014012,2018/07/26 00:00:00+00,00.:2.00,3,7,Fall from or in moving vehicle,A,A,30,4,Motorcyclists,M,On WESTERN RING IN-PRINCES OUT RAMP 119m NE from Int DOHERTYS ROAD,332848,N,N,Non Intersection,7026,WESTERN RING IN-PRINCES OUT,RAMP,DOHERTYS,ROAD,Declared Road,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,Melbourne - West,2483776.753,2407883.897,-37.8299393,144.8157092
2494539.775,2423706.698,785,T20180014317,2018/07/30 00:00:00+00,23.:4.00,1,4,Collision with a fixed object,A,A,23,2,Drivers,M,On CAMP ROAD 221m W from Int MAYGAR BOULEVARD,337054,N,N,Non Intersection,5873,CAMP,ROAD,MAYGAR,BOULEVARD,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2494539.775,2423706.698,-37.68749748,144.9380904
2526000.926,2390212.844,786,T20180014460,2018/08/01 00:00:00+00,16.:4.00,2,1,Collision with vehicle,A,B,43,6,Bicyclists,M,At Int of BELGRAVE-HALLAM ROAD and JACQUES ROAD,47398,I,I,Intersection,9999,BELGRAVE-HALLAM,ROAD,JACQUES,ROAD,Non Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2526000.926,2390212.844,-37.98892694,145.2959856
2477702.724,2413712.188,787,T20180014631,2018/08/04 00:00:00+00,05.:0.00,2,1,Collision with vehicle,A,A,31,2,Drivers,F,On WESTERN FREEWAY 383m N from Int RIDING BOUNDARY ROAD,337059,N,N,Non Intersection,2520,WESTERN,FREEWAY,RIDING BOUNDARY,ROAD,Declared Road,MELTON,METROPOLITAN NORTH WEST REGION,Melbourne - West,2477702.724,2413712.188,-37.77730033,144.7468865
2533749.161,2572329.336,788,T20180014647,2018/08/04 00:00:00+00,00.:5.00,1,4,Collision with a fixed object,A,1,12,3,Passengers,M,On WANGANUI ROAD 56m E from Int KITTLES ROAD,337057,N,N,Non Intersection,9999,WANGANUI,ROAD,KITTLES,ROAD,Non Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2533749.161,2572329.336,-36.34753188,145.376
2521524.619,2410086.31,789,T20180014680,2018/08/04 00:00:00+00,19.:1.00,2,1,Collision with vehicle,A,B,21,4,Motorcyclists,M,At Int of MT DANDENONG ROAD and MINES ROAD,65746,I,I,Intersection,5781,MT DANDENONG,ROAD,MINES,ROAD,Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2521524.619,2410086.31,-37.80998801,145.2444482
2460628.004,2423857.366,790,T20180014836,2018/08/07 00:00:00+00,06.:5.00,2,1,Collision with vehicle,A,A,36,4,Motorcyclists,M,On HIGH STREET 88m W from Int TRETHOWAN AVENUE,339534,N,N,Non Intersection,9999,HIGH,STREET,TRETHOWAN,AVENUE,Non Declared Road,MELTON,METROPOLITAN NORTH WEST REGION,Melbourne - West,2460628.004,2423857.366,-37.68532413,144.5536004
2234930.793,2803151.365,791,T20180015169,2018/08/11 00:00:00+00,13.:2.00,2,1,Collision with vehicle,A,A,53,2,Drivers,M,At Int of ETIWANDA AVENUE and SEVENTEENTH STREET,49230,I,I,Intersection,9999,ETIWANDA,AVENUE,SEVENTEENTH,STREET,Non Declared Road,MILDURA,WESTERN REGION,Country,2234930.793,2803151.365,-34.23229775,142.1253921
2499524.452,2406276.024,792,T20180015224,2018/08/12 00:00:00+00,09.:5.00,6,1,Collision with vehicle,A,C,27,6,Bicyclists,F,At Int of CHAPEL STREET and GROSVENOR STREET,37690,I,I,Intersection,9999,CHAPEL,STREET,GROSVENOR,STREET,Non Declared Road,STONNINGTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner,2499524.452,2406276.024,-37.84456752,144.9945969
2480570.733,2417753.673,793,T20180015434,2018/08/15 00:00:00+00,18.:2.00,1,2,Struck Pedestrian,A,1,26,1,Pedestrians,M,On KINGS ROAD 90m S from Int MEREDITH STREET,337050,N,N,Non Intersection,5493,KINGS,ROAD,MEREDITH,STREET,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2480570.733,2417753.673,-37.74094994,144.7795496
2513119.991,2410095.428,794,T20180015644,2018/08/18 00:00:00+00,18.:2.00,1,2,Struck Pedestrian,A,1,10,1,Pedestrians,M,On SPRINGFIELD ROAD 127m W from Int HEPPNER STREET,337066,N,N,Non Intersection,9999,SPRINGFIELD,ROAD,HEPPNER,STREET,Non Declared Road,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2513119.991,2410095.428,-37.81006233,145.1489996
2601876.349,2319501.247,795,T20180015807,2018/08/21 00:00:00+00,10.:3.00,2,1,Collision with vehicle,A,1,92,3,Passengers,M,At Int of SOUTH GIPPSLAND HIGHWAY and OGRADYS RIDGE ROAD,246247,I,I,Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,OGRADYS RIDGE,ROAD,Declared Road,SOUTH GIPPSLAND,EASTERN REGION,Country,2601876.349,2319501.247,-38.62061089,146.16956
2601876.349,2319501.247,796,T20180015807,2018/08/21 00:00:00+00,10.:3.00,2,1,Collision with vehicle,A,A,86,2,Drivers,F,At Int of SOUTH GIPPSLAND HIGHWAY and OGRADYS RIDGE ROAD,246247,I,I,Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,OGRADYS RIDGE,ROAD,Declared Road,SOUTH GIPPSLAND,EASTERN REGION,Country,2601876.349,2319501.247,-38.62061089,146.16956
2549729.915,2383984.398,797,T20180015818,2018/08/21 00:00:00+00,17.:2.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,M,On BESSIE CREEK ROAD 844m N from Int SEYMOUR ROAD,337046,N,N,Non Intersection,9999,BESSIE CREEK,ROAD,SEYMOUR,ROAD,Non Declared Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2549729.915,2383984.398,-38.04407146,145.5665254
2672006.825,2493047.622,798,T20180015837,2018/08/21 00:00:00+00,21.:3.00,1,4,Collision with a fixed object,A,A,36,2,Drivers,M,On SELWYN CREEK ROAD 222m SW from Int GREAT DIVIDING RANGE TRACK,337053,N,N,Non Intersection,9999,SELWYN CREEK,ROAD,GREAT DIVIDING RANGE,TRACK,Non Declared Road,ALPINE,NORTH EASTERN REGION,Country,2672006.825,2493047.622,-37.04690943,146.9340217
2505698.39,2435369.314,799,T20180015880,2018/08/22 00:00:00+00,17.:0.00,1,4,Collision with a fixed object,A,A,38,2,Drivers,M,On MASONS ROAD 135m E from Int WILKES COURT,337064,N,N,Non Intersection,9999,MASONS,ROAD,WILKES,COURT,Non Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2505698.39,2435369.314,-37.58240808,145.0645203
2509317.338,2587507.077,800,T20180016007,2018/08/24 00:00:00+00,15.:0.00,2,1,Collision with vehicle,A,A,32,2,Drivers,F,At Int of HAWDON ROAD and TREVASKIS ROAD,49305,I,I,Intersection,5366,HAWDON,ROAD,TREVASKIS,ROAD,Declared Road,CAMPASPE,NORTHERN REGION,Country,2509317.338,2587507.077,-36.2112964,145.1036211
2495224.994,2432402.096,801,T20180016087,2018/08/25 00:00:00+00,19.:5.00,1,4,Collision with a fixed object,A,A,38,2,Drivers,M,On HUME HIGHWAY 379m N from Int RUSHWOOD DRIVE,337964,N,N,Non Intersection,5500,HUME,HIGHWAY,RUSHWOOD,DRIVE,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2495224.994,2432402.096,-37.60915026,144.9459157
2386174.539,2427915.779,802,T20180016198,2018/08/27 00:00:00+00,18.:4.00,2,1,Collision with vehicle,A,B,70,2,Drivers,M,On SEBASTOPOL-SMYTHESDALE ROAD 748m SW from Int INCOLLS ROAD,337063,N,N,Non Intersection,9999,SEBASTOPOL-SMYTHESDALE,ROAD,INCOLLS,ROAD,Non Declared Road,GOLDEN PLAINS,SOUTH WESTERN REGION,Ballarat,2386174.539,2427915.779,-37.64263902,143.7101403
2405082.787,2458434.095,803,T20180016212,2018/08/28 00:00:00+00,04.:1.00,1,4,Collision with a fixed object,A,A,25,2,Drivers,M,On CRESWICK-NEWSTEAD ROAD 117m E from Int BATTEN STREET,337956,N,N,Non Intersection,5154,CRESWICK-NEWSTEAD,ROAD,BATTEN,STREET,Declared Road,HEPBURN,WESTERN REGION,Ballarat,2405082.787,2458434.095,-37.36977081,143.9282799
2609630.938,2368436.775,804,T20180016654,2018/09/03 00:00:00+00,12.:2.00,1,2,Struck Pedestrian,A,1,86,1,Pedestrians,M,On MITCHELLS ROAD 23m N from Int WATERLOO ROAD,337908,N,N,Non Intersection,9999,MITCHELLS,ROAD,WATERLOO,ROAD,Non Declared Road,LATROBE,EASTERN REGION,Country,2609630.938,2368436.775,-38.17897961,146.2511912
2477003.607,2464083.879,805,T20180016697,2018/09/04 00:00:00+00,05.:5.00,1,5,Collision with some other object,A,A,37,2,Drivers,M,On MELBOURNE LANCEFIELD ROAD 968m N from Int BARNES LANE,337626,N,N,Non Intersection,5821,MELBOURNE-LANCEFIELD,ROAD,BARNES,LANE,Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2477003.607,2464083.879,-37.32338996,144.7405089
2643833.612,2567419.979,806,T20180016730,2018/09/04 00:00:00+00,11.:1.00,1,4,Collision with a fixed object,A,A,83,2,Drivers,M,On BEECHWORTH-WANGARATTA ROAD 935m E from Int MCCLAY ROAD,338838,N,N,Non Intersection,5524,BEECHWORTH-WANGARATTA,ROAD,MCCLAY,ROAD,Declared Road,WANGARATTA,NORTH EASTERN REGION,Country,2643833.612,2567419.979,-36.38146297,146.6032309
2518126.783,2411958.371,807,T20180016859,2018/09/06 00:00:00+00,07.:2.00,1,2,Struck Pedestrian,A,1,49,3,Passengers,F,At Int of HEADS ROAD and WATTAMOLLA RIDGE,56910,I,I,Intersection,9999,HEADS,ROAD,WATTAMOLLA,RIDGE,Non Declared Road,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2518126.783,2411958.371,-37.79319301,145.2058143
2482814.021,2438801.79,808,T20180017125,2018/09/10 00:00:00+00,18.:2.00,2,1,Collision with vehicle,A,B,38,2,Drivers,M,On FEEHANS ROAD 884m E from Int WILDWOOD ROAD,337060,N,N,Non Intersection,9999,FEEHANS,ROAD,WILDWOOD,ROAD,Non Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2482814.021,2438801.79,-37.55133761,144.8054905
2510313.999,2395955.007,809,T20180017139,2018/09/11 00:00:00+00,10.:4.00,2,1,Collision with vehicle,A,2,80,3,Passengers,F,On CLAYTON ROAD 43m S from Int KALLAY STREET,337136,N,N,Non Intersection,5803,CLAYTON,ROAD,KALLAY,STREET,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2510313.999,2395955.007,-37.9375001,145.1173308
2569470.189,2355444.155,810,T20180017275,2018/09/13 00:00:00+00,10.:2.00,1,4,Collision with a fixed object,A,A,72,2,Drivers,F, (Offroad Location),341496,O,O,Unknown,-1, , , , ,Declared Road,SOUTH GIPPSLAND,EASTERN REGION,Country,2569470.189,2355444.155,-38.29989934,145.7941106
2630793.944,2312806.355,811,T20180017349,2018/09/14 00:00:00+00,07.:0.00,1,4,Collision with a fixed object,A,A,31,2,Drivers,M,On TELEGRAPH ROAD 43m E from Int ROSSITERS ROAD,341497,N,N,Non Intersection,9999,TELEGRAPH,ROAD,ROSSITERS,ROAD,Non Declared Road,SOUTH GIPPSLAND,EASTERN REGION,Country,2630793.944,2312806.355,-38.67724375,146.5027036
2597754.1,2494491.43,812,T20180017351,2018/09/14 00:00:00+00,13.:1.00,2,1,Collision with vehicle,A,B,77,2,Drivers,F,At Int of MANSFIELD-WHITFIELD ROAD and DEAD HORSE LANE,313140,I,I,Intersection,5498,MANSFIELD-WHITFIELD,ROAD,DEAD HORSE,LANE,Declared Road,MANSFIELD,NORTH EASTERN REGION,Country,2597754.1,2494491.43,-37.04455877,146.099049
2537005.19,2489516.853,813,T20180017367,2018/09/14 00:00:00+00,12.:4.00,1,4,Collision with a fixed object,A,A,65,4,Motorcyclists,M,On HIGHLANDS ROAD 142m E from Int OLD SALEYARDS LANE,337979,N,N,Non Intersection,9999,HIGHLANDS,ROAD,OLD SALEYARDS,LANE,Non Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2537005.19,2489516.853,-37.09374615,145.4163096
2817550.144,2416305.171,814,T20180017387,2018/09/14 00:00:00+00,14.:2.00,2,1,Collision with vehicle,A,B,59,4,Motorcyclists,M,On PRINCES HIGHWAY 4m SE from Int TOWER ROAD,338151,N,N,Non Intersection,2510,PRINCES,HIGHWAY,TOWER,ROAD,Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2817550.144,2416305.171,-37.70006952,148.6019305
2482596.842,2414850.068,815,T20180017615,2018/09/18 00:00:00+00,07.:1.00,3,1,Collision with vehicle,A,1,34,1,Pedestrians,M,On WESTERN RING ROAD 255m E from Int WESTERN-WESTERN RING OUT RAMP ON,337959,N,N,Non Intersection,2900,WESTERN RING,ROAD,WESTERN-WESTERN RING OUT ON,RAMP,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2482596.842,2414850.068,-37.76715221,144.80247
2331206.992,2336723.186,816,T20180017648,2018/09/18 00:00:00+00,15.:0.00,1,4,Collision with a fixed object,A,1,48,3,Passengers,F,On TIMBOON-COLAC ROAD 711m E from Int WILLIAMS ROAD,337971,N,N,Non Intersection,5037,TIMBOON-COLAC,ROAD,WILLIAMS,ROAD,Declared Road,CORANGAMITE,SOUTH WESTERN REGION,Country,2331206.992,2336723.186,-38.45569707,143.0664088
2513954.511,2398060.357,817,T20180017966,2018/09/18 00:00:00+00,13.:1.00,3,1,Collision with vehicle,A,A,75,2,Drivers,M,At Int of WELLINGTON ROAD and SPRINGVALE ROAD,795,I,I,Intersection,2290,WELLINGTON,ROAD,SPRINGVALE,ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2513954.511,2398060.357,-37.91848422,145.1587048
2521111.41,2405479.684,818,T20180018041,2018/09/24 00:00:00+00,22.:0.00,3,1,Collision with vehicle,A,B,37,4,Motorcyclists,M,At Int of BORONIA ROAD and ROXBURGH ROAD,40906,I,I,Intersection,5920,BORONIA,ROAD,ROXBURGH,ROAD,Declared Road,KNOX,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2521111.41,2405479.684,-37.85150295,145.2398874
2521111.41,2405479.684,819,T20180018149,2018/09/24 00:00:00+00,22.:0.00,1,2,Struck Pedestrian,A,1,27,1,Pedestrians,F,At Int of BORONIA ROAD and ROXBURGH ROAD,40906,I,I,Intersection,5920,BORONIA,ROAD,ROXBURGH,ROAD,Declared Road,KNOX,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2521111.41,2405479.684,-37.85150295,145.2398874
2650951.454,2356650.692,820,T20180018268,2018/09/28 00:00:00+00,01.:3.00,1,4,Collision with a fixed object,A,A,31,2,Drivers,M,On GORMANDALE-STRADBROKE ROAD 982m SW from Int WILLUNG SOUTH ROAD,337069,N,N,Non Intersection,9999,GORMANDALE-STRADBROKE,ROAD,WILLUNG SOUTH,ROAD,Non Declared Road,WELLINGTON,EASTERN REGION,Country,2650951.454,2356650.692,-38.27932047,146.7251204
2563001.285,2478502.226,821,T20180018352,2018/09/29 00:00:00+00,17.:0.00,1,4,Collision with a fixed object,A,A,44,4,Motorcyclists,M,At Int of GOULBURN VALLEY HIGHWAY and DOWNEY STREET,17695,I,I,Intersection,2640,DOWNEY,STREET,DOWNEY,STREET,Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2563001.285,2478502.226,-37.19162229,145.7096817
2500658.076,2348320.238,822,T20180018362,2018/09/29 00:00:00+00,22.:4.00,1,4,Collision with a fixed object,A,A,20,2,Drivers,M,On WHITE HILL ROAD 371m NE from Int ARTHURS SEAT ROAD,337565,N,N,Non Intersection,5751,WHITE HILL,ROAD,ARTHURS SEAT,ROAD,Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2500658.076,2348320.238,-38.36667924,145.0075291
2502543.339,2410391.849,823,T20180018477,2018/10/01 00:00:00+00,16.:3.00,1,2,Struck Pedestrian,A,1,69,1,Pedestrians,F,At Int of HIGH STREET -HIGH STREET S and STUDLEY PARK ROAD,478,I,I,Intersection,5721,HIGH STREET -HIGH,STREET,STUDLEY PARK,ROAD,Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2502543.339,2410391.849,-37.80748059,145.0288829
2583333.914,2547102.385,824,T20180018580,2018/10/03 00:00:00+00,09.:2.00,1,4,Collision with a fixed object,A,A,33,2,Drivers,M,On FIRTH ROAD 376m NW from Int LINK ROAD,337071,N,N,Non Intersection,9999,FIRTH,ROAD,LINK,ROAD,Non Declared Road,BENALLA,NORTH EASTERN REGION,Country,2583333.914,2547102.385,-36.57182,145.9311489
2607750.118,2539559.864,825,T20180018740,2018/10/05 00:00:00+00,15.:3.00,1,4,Collision with a fixed object,A,A,25,2,Drivers,M,On KILFEERA ROAD 495m E from Int UPPER RYANS CREEK ROAD,338560,N,N,Non Intersection,9999,KILFEERA,ROAD,UPPER RYANS CREEK,ROAD,Non Declared Road,BENALLA,NORTH EASTERN REGION,Country,2607750.118,2539559.864,-36.63732454,146.2050093
2504748.272,2393421.138,826,T20180018765,2018/10/06 00:00:00+00,05.:2.00,1,4,Collision with a fixed object,A,A,25,2,Drivers,F,At Int of NEPEAN HIGHWAY and MAY STREET,42232,I,I,Intersection,2660,NEPEAN,HIGHWAY,MAY,STREET,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2504748.272,2393421.138,-37.96037414,145.0540321
2545602.372,2430410.964,827,T20180018771,2018/10/06 00:00:00+00,11.:3.00,2,1,Collision with vehicle,A,A,62,4,Motorcyclists,M,On MYERS CREEK ROAD 341m W from Int TRENCH FARM ROAD,337975,N,N,Non Intersection,9999,MYERS CREEK,ROAD,TRENCH FARM,ROAD,Non Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2545602.372,2430410.964,-37.62598906,145.516635
2438493.127,2620714.34,828,T20180018835,2018/10/07 00:00:00+00,10.:4.00,2,1,Collision with vehicle,A,A,41,2,Drivers,F,At Int of MURRAY VALLEY HIGHWAY and THOMPSONS WEIR ROAD,337965,I,I,Intersection,2570,MURRAY VALLEY,HIGHWAY,THOMPSONS WEIR,ROAD,Declared Road,GANNAWARRA,NORTHERN REGION,Country,2438493.127,2620714.34,-35.91008132,144.3186172
2438493.127,2620714.34,829,T20180018835,2018/10/07 00:00:00+00,10.:4.00,2,1,Collision with vehicle,A,B,75,2,Drivers,M,At Int of MURRAY VALLEY HIGHWAY and THOMPSONS WEIR ROAD,337965,I,I,Intersection,2570,MURRAY VALLEY,HIGHWAY,THOMPSONS WEIR,ROAD,Declared Road,GANNAWARRA,NORTHERN REGION,Country,2438493.127,2620714.34,-35.91008132,144.3186172
2490279.174,2408380.371,830,T20180019017,2018/10/10 00:00:00+00,12.:1.00,3,1,Collision with vehicle,A,B,74,2,Drivers,M,On WEST GATE FREEWAY(R) 223m E from Int WILLIAMSTOWN-WEST GATE IN RAMP ON,335394,N,N,Non Intersection,2820,WEST GATE,FREEWAY,WILLIAMSTOWN-WEST GATE IN ON,RAMP,Declared Road,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,Melbourne - West,2490279.174,2408380.371,-37.82555676,144.889581
2398899.195,2434815.472,831,T20180019095,2018/10/11 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,B,28,4,Motorcyclists,M,On ELSWORTH STREET W ALT 57m E from Int FLOCKHART STREET,337961,N,N,Non Intersection,9999,ELSWORTH STREET,W,FLOCKHART,STREET,Non Declared Road,BALLARAT,WESTERN REGION,Ballarat,2398899.195,2434815.472,-37.58193878,143.8552602
2620813.786,2370320.544,832,T20180019372,2018/10/15 00:00:00+00,15.:3.00,2,1,Collision with vehicle,A,1,7,3,Passengers,F,On BROWN COALMINE ROAD 612m W from Int SAND WASH ROAD,335534,N,N,Non Intersection,5539,BROWN COALMINE,ROAD,SAND WASH,ROAD,Declared Road,LATROBE,EASTERN REGION,Country,2620813.786,2370320.544,-38.16061992,146.37849
2518702.912,2388584.443,833,T20180019729,2018/10/21 00:00:00+00,05.:3.00,1,2,Struck Pedestrian,A,1,36,1,Pedestrians,M,On DANDENONG BYPASS(R) 395m W from Int FRANKSTON-DANDENONG ROAD,337720,N,N,Non Intersection,2420,DANDENONG,BYPASS,FRANKSTON-DANDENONG,ROAD,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2518702.912,2388584.443,-38.0037734,145.2129493
2798919.99,2417820.466,834,T20180019769,2018/10/21 00:00:00+00,13.:1.00,1,4,Collision with a fixed object,A,1,28,3,Passengers,F,On BUCHAN-ORBOST ROAD 185m NW from Int BIRKINS ROAD,337722,N,N,Non Intersection,9999,BUCHAN-ORBOST,ROAD,BIRKINS,ROAD,Non Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2798919.99,2417820.466,-37.69258843,148.3901834
2511797.25,2398003.226,835,T20180019776,2018/10/21 00:00:00+00,20.:5.00,2,1,Collision with vehicle,A,B,22,4,Motorcyclists,M,On DANDENONG ROAD SERVICE ROAD REV 273m SE from Int EVELYN STREET,337721,N,N,Non Intersection,9999,DANDENONG ROAD SERVICE,ROAD,EVELYN,STREET,Non Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2511797.25,2398003.226,-37.91902884,145.1341712
2227700.671,2417852.817,836,T20180020168,2018/10/27 00:00:00+00,05.:2.00,1,4,Collision with a fixed object,A,A,25,2,Drivers,M,On GLENELG HIGHWAY 83m SE from Int ROBERTS ROAD,338226,N,N,Non Intersection,2670,GLENELG,HIGHWAY,ROBERTS,ROAD,Declared Road,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,Country,2227700.671,2417852.817,-37.7004573,141.911523
2538912.023,2606223.014,837,T20180020188,2018/10/27 00:00:00+00,12.:5.00,1,4,Collision with a fixed object,A,A,68,4,Motorcyclists,M,On GOULBURN VALLEY HIGHWAY 139m S from Int ALLERTS ROAD,338225,N,N,Non Intersection,2640,GOULBURN VALLEY,HIGHWAY,ALLERTS,ROAD,Declared Road,MOIRA,NORTH EASTERN REGION,Country,2538912.023,2606223.014,-36.04187,145.4318061
2285420.066,2341208.329,838,T20180020205,2018/10/27 00:00:00+00,23.:3.00,1,4,Collision with a fixed object,A,A,36,2,Drivers,M, (Offroad Location),341714,O,O,Unknown,-1, , , , ,Declared Road,WARRNAMBOOL,SOUTH WESTERN REGION,Country,2285420.066,2341208.329,-38.40580073,142.5434349
2233320.156,2800522.223,839,T20180020252,2018/10/28 00:00:00+00,14.:2.00,2,1,Collision with vehicle,A,A,32,2,Drivers,M,At Int of BENETOOK AVENUE and NINETEENTH STREET,52550,I,I,Intersection,9999,BENETOOK,AVENUE,NINETEENTH,STREET,Non Declared Road,MILDURA,WESTERN REGION,Country,2233320.156,2800522.223,-34.25552573,142.1070697
2492567.768,2413365.97,840,T20180020265,2018/10/26 00:00:00+00,17.:4.00,1,7,Fall from or in moving vehicle,A,1,86,3,Passengers,F,On PORTAL STREET 49m SW from Int VASEY STREET,341500,N,N,Non Intersection,9999,PORTAL,STREET,VASEY,STREET,Non Declared Road,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2492567.768,2413365.97,-37.78065722,144.9156274
2484213.597,2408937.088,841,T20180020312,2018/10/29 00:00:00+00,15.:4.00,2,1,Collision with vehicle,A,A,43,2,Drivers,M,On LITTLE BOUNDARY ROAD 101m NW from Int WESTSIDE DRIVE,339963,N,N,Non Intersection,5448,LITTLE BOUNDARY,ROAD,WESTSIDE,DRIVE,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2484213.597,2408937.088,-37.82045758,144.8206941
2495801.654,2427934.427,842,T20180020441,2018/10/31 00:00:00+00,14.:4.00,4,1,Collision with vehicle,A,D,42,2,Drivers,M,On SYDNEY ROAD(R) 175m S from Int HUME HIGHWAY SERVICE ROAD REV,339257,N,N,Non Intersection,5500,SYDNEY,ROAD,HUME REV,HIGHWAY SERVICE ROAD,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2495801.654,2427934.427,-37.64940981,144.9524219
